x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y0,y1
0.8839712682769412,0.7400039927197292,0.9239941545697696,0.30462834635926317,0.7848746403300778,0.2613411706524471,0.8218787863544328,0.894933866570765,0.2532887641281846,0.4280916780056032,0.18819535301157697,0.4407750477888984,0.008755311944865785,0.24836121514656118,0.747067097549145,0.5780908801678626,0.04293410139305032,0.8372933267813264,0.7744081866596614,0.8829922466255082,0.844887317888331,0.8526566027024195,0.4281033628158566,0.5249114741836295,0.5698168865180276,0.9578016323222589,0.14494082593915147,0.6654269115917192,0.21013567173993797,0.4229704987445533,0.8839712682769412,3.6149344352727457
0.20524885055274555,0.19769818714212728,0.6174276024544704,0.8663760707209851,0.6642680789196445,0.27305307926691846,0.9037455759845264,0.7810631470057375,0.6523596596373248,0.014302831753399747,0.3613907274109619,0.3133180445439191,0.08425353966263827,0.5790582368138903,0.7280868219273285,0.3615694111491604,0.06449202137842103,0.04943790088321787,0.009643880539240257,0.3977114209660306,0.026892183554419802,0.32066199466143996,0.9981394946974047,0.7043664857154084,0.9162532429909429,0.29372068074022006,0.5866191083137692,0.010769536449471206,0.9606288451982093,0.6665342694838028,0.20524885055274555,4.130713598854455
0.07834391065882274,0.6190004823921534,0.7382398562927657,0.6462674851270132,0.10790473724822425,0.5345836474950646,0.035042560236476894,0.12344614235838014,0.686585789054299,0.9238043775877939,0.6363772613473281,0.6787768439220561,0.823584697224371,0.36127815761749715,0.003971710250526228,0.7582947608472911,0.38349987723981427,0.6767427252055792,0.5116469779009049,0.47396789227512237,0.11892837719875715,0.05449960805666387,0.880332106770182,0.5585919010301341,0.9996957772103439,0.647999733474338,0.7959056840081129,0.7626640403952267,0.049099280319256144,0.7855719971769193,0.07834391065882274,5.099500135601712
0.7874942622985089,0.7498867326168283,0.7817845177696824,0.20843721779313795,0.7875227203166703,0.40470185325747077,0.0009039573376485865,0.22637214845763587,0.7268066133533074,0.9664855512486206,0.019019924000719834,0.006451169442932336,0.7516523537102645,0.1856360724662972,0.47408172793049064,0.1437743509033027,0.9086027548900513,0.5523367619283948,0.7709418505276101,0.8620216034114586,0.9578444723530701,0.6922987541110052,0.42069048672390896,0.7541747915417236,0.48391738685649954,0.48951196389548934,0.5948105149600099,0.652114793004937,0.7775572755746427,0.30823140345852285,0.7874942622985089,3.711448896860187
0.5880291359967075,0.8293675675023477,0.019849573144138266,0.9106307721088983,0.7903615204144989,0.1597090815331219,0.16890056684846078,0.47387284214842196,0.6648234433290959,0.47355723294917706,0.8558413483549077,0.2994999164089289,0.7341989475657619,0.9386997491995233,0.9743058171873713,0.5765999641861673,0.4017371941169595,0.13506120418337453,0.14465899878678334,0.11183691700506526,0.013108607383143567,0.6334106486092006,0.46872803497345783,0.30820718773825373,0.8827518337952791,0.9227837576268739,0.7558924376800397,0.7489130231386252,0.49987269632664644,0.9562058756565827,0.5880291359967075,4.054234644040681
0.5560422090355054,0.9711639191288433,0.27067680008700135,0.9944748754807747,0.7810080244603584,0.803924151912305,0.7533698622430643,0.9649999280152957,0.9644375022309319,0.5900825903199474,0.48008131008270405,0.5303094370732185,0.015282132287031014,0.6689195232602639,0.99408750819632,0.7267110129075836,0.5500739411930241,0.8490219381133739,0.8137793518349576,0.018600434092937324,0.6115339903146055,0.2244325423310627,0.8877168120409351,0.34774798390720074,0.6261940590654582,0.8353300925112398,0.04579263876168982,0.5914193905106061,0.5086031594044101,0.6075246739677292,0.5560422090355054,4.679758823091916
0.295359176242018,0.6071096417456149,0.16611414130167446,0.022605028379508618,0.36498635513243083,0.03977011127152852,0.12843068309844663,0.8334753482867129,0.26886953207373243,0.3479601176507693,0.5416711466370916,0.47216855191634777,0.5906542473381756,0.5924796905909178,0.023226320528396904,0.49537604299736593,0.9708664656862555,0.3683121500039429,0.33208330658386565,0.7752079881844397,0.10374439776836974,0.478875173994072,0.683292668257885,0.7985243611561511,0.4759584874433057,0.4394450856178249,0.12347084961338173,0.6328981695715238,0.5819462849421748,0.8966237457077694,0.295359176242018,3.857669052143443
0.9003463551316678,0.07506327415214509,0.6328886385835546,0.9893468554101019,0.31320069303675735,0.6108546518594538,0.4373689828325259,0.8628073800030654,0.7982421404080825,0.5145291053365755,0.4515390561186525,0.20380620864668786,0.5867418813312628,0.9884747984443989,0.6827330216372015,0.47610181751458314,0.6011369000659195,0.15257125648390957,0.47618839047432704,0.36491203944980166,0.27883041200680125,0.1734061566736269,0.308973565041609,0.38642078846429406,0.6818228552892609,0.4241901863894715,0.034542901690200245,0.07084078782599168,0.9258201841241703,0.2296068223436557,0.9003463551316678,3.0853552029270612
0.06361389390017202,0.3270646156264777,0.8749176913128386,0.6927560297547859,0.16171518942883256,0.9932374412586383,0.3231523357788557,0.6963655631638999,0.964959074358339,0.5831507714781918,0.0455879409949993,0.8145386941505371,0.1597001116386959,0.7144606631772766,0.643710838107285,0.23785810629118354,0.16845627296560373,0.815532622131893,0.4371542759002073,0.4549763484397604,0.3233473809816716,0.556478404445885,0.9806301504063014,0.08063273405226445,0.404996036103048,0.7478236475145418,0.7130846157397128,0.22740654015366435,0.4737487655646099,0.8693923653192305,0.06361389390017202,5.198510282003707
0.6817132347276816,0.5896896822203992,0.16010087391365513,0.3559250512680575,0.051892430646189314,0.709319486532223,0.6058634188131808,0.7833291064924159,0.4166958309908375,0.18113127113777505,0.8037204149951946,0.043059343640179604,0.03845190138417509,0.666023722607118,0.5304930959286336,0.7977469772011244,0.20106907606224345,0.19554367050789978,0.5861232941500735,0.1911035938494352,0.8403696593574232,0.21424934759110936,0.7267187615738573,0.13357231605493058,0.8692983690216413,0.6716537563857717,0.8738570826894919,0.9247077961135177,0.11033985656257628,0.6928845997995234,0.6817132347276816,3.427057221872878
