BODFISH,BODCITY,WQFish,WQCity,ROI,CityTax,Plant
0.3299012750248594,0.4001093821361124,4.818875894306431,2.8696244154045387,7.486370546880957,0.07235521432948411,0.32009872497514064
0.0018571603114619674,0.5479797864123436,4.074215753907019,2.893510116519948,7.558621792080391,0.25562356838610323,0.648142839688538
0.5957945117419989,0.79668803399402,5.422453541654338,3.0406685480652826,7.244051585979367,1.148554646420778,0.14668803399401997
0.5680430194189761,0.4858827198802302,5.359457654081076,2.8961119593480737,7.284710154236455,0.16422974998714612,0.16411728011976984
0.37833075044344766,0.15016687415815366,4.928810803506627,2.841759832704004,7.4601577651709965,-0.06066037657455503,0.49983312584184636
0.47068414661777647,0.2553882888887525,5.138453012822353,2.8542398268628193,7.392457551002852,-0.023210662569896234,0.39461171111124754
0.49553711375862286,0.1007278537953339,5.194869248232074,2.8430328678233656,7.369209057143138,-0.0709908474920865,0.5492721462046661
0.10538091284927543,0.4778794166111193,4.3092146721678555,2.8782287123455825,7.551919195083107,0.154165700600978,0.5446190871507246
0.8911867339763632,0.8729876396235622,6.092993886126345,3.1387686309671685,5.809617603677541,1.9677881093967526,0.24118673397636314
0.348780907259229,0.3524942741291285,4.8617326594784505,2.862411602825659,7.476795453600895,0.03404835632522385,0.301219092740771
0.8637593715763952,0.6473266171847466,6.030733773478417,2.963359136836207,6.14556489820643,0.47076814591619853,0.21375937157639513
0.2174303771690825,0.08077487001845486,4.563566956173817,2.832431152415415,7.5290911700176135,-0.07396236412168589,0.5692251299815452
0.3937158594057126,0.7802122990810942,4.963735000850968,3.0195037427961275,7.450631820806548,1.0347274020422728,0.25628414059428745
0.8178143996643468,0.5950015866539015,5.926438687238067,2.939883440397871,6.524258366224249,0.34439547927042824,0.16781439966434675
0.04709341727180555,0.3266399992738277,4.176902057206999,2.848922500261275,7.557295815797922,0.016298015565801682,0.6029065827281945
0.832782798500419,0.8070070969857591,5.960416952595951,3.0615788057216777,6.419208850751843,1.2280863260064252,0.182782798500419
0.4593692562730681,0.8410352059777251,5.112768211739865,3.078541247430431,7.402245452947642,1.5487559351411186,0.19103520597772505
0.11404022451804674,0.7510445493496607,4.328871309655966,2.988930280087689,7.5507582078632325,0.8653307367563139,0.5359597754819533
0.19853406725016265,0.44927788274602276,4.5206723326578695,2.8748392857860834,7.534185549635061,0.12089924647030004,0.4514659327498374
0.4325991889916948,0.2635217305730119,5.052000159011148,2.8537389303213434,7.423608290717442,-0.019336557584533565,0.3864782694269881
0.9570435324762492,0.9515902162199252,6.242488818721085,3.288062787907574,4.131126699342479,4.243927262686374,0.30704353247624916
0.7001380393721253,0.031784541006384885,5.659313349374725,2.848737646040679,7.026285364215559,-0.07844899714411635,0.6182154589936152
0.13029161045010515,0.940464755707668,4.365761955721739,3.2234424729017457,7.548318680369118,3.7109408925409424,0.5197083895498948
0.2711112345491372,0.6928728796347557,4.685422502426542,2.9592834156640273,7.51152394582812,0.6139584052351981,0.3788887654508628
0.6398246118788884,0.5124072444676605,5.522401868965077,2.9057302943580945,7.166840320276555,0.20020662996337957,0.13759275553233952
0.654650413614798,0.04795099273670972,5.556056438905592,2.847184619833407,7.136572795594615,-0.07740426573785875,0.6020490072632902
0.0572464860015784,0.34584606622900904,4.199949523223583,2.851993424147933,7.556659540067985,0.029292456500490727,0.5927535139984216
0.9834846095005416,0.6186404589940905,6.3025100635662294,2.963362147854734,2.4262639689978878,0.3973048786043982,0.3334846095005416
0.969274698437523,0.8671588213664829,6.270253565453178,3.1388118675483945,3.492597616579938,1.8799377491127949,0.319274698437523
0.5704147476524809,0.7269192832254732,5.364841477171132,2.989237909863642,7.2814426962973124,0.7494371532084041,0.07958525234751912
0.01974416895729595,0.5753342025869732,4.114819263533062,2.9025839174346504,7.558390808945339,0.3048378734805668,0.6302558310427041
0.31634549457098843,0.8387405975001503,4.788104272676144,3.071007788571664,7.492774330117447,1.5237379193354403,0.3336545054290116
0.07878895185883311,0.7015859552228881,4.248850920719551,2.9577805561401123,7.554892928928985,0.6459496488296459,0.571211048141167
0.2232029860775551,0.5582402394430019,4.57667077839605,2.9035207849124562,7.527426110349353,0.2733500393394781,0.42679701392244496
0.4033666773280333,0.8916176863747309,4.985642357534636,3.1422678637454813,7.444332383746685,2.2940398247947402,0.24663332267196675
0.06511853745361515,0.4282300276268768,4.217819080019707,2.866363012763398,7.5560799097315545,0.0988791476945472,0.5848814625463848
0.30236242805254,0.37069746245574475,4.756362711679266,2.8636905712162775,7.498988203267448,0.04778578415143464,0.34763757194746003
